Quarter,Minute,Second,Down,ToGo,YardLine,Outcome
1,14,9,1,10,26,1
1,13,24,2,7,29,1
1,12,52,1,10,38,0
1,12,19,2,8,40,1
1,8,45,0,0,35,0
1,8,45,1,10,25,0
1,8,13,2,4,31,1
1,8,7,3,4,31,2
1,8,1,4,4,31,0
1,7,51,1,10,24,1
1,7,9,1,10,41,0
1,6,22,2,3,48,0
1,0,50,0,0,35,0
1,0,44,1,10,16,0
1,0,10,2,10,16,1
1,0,0,0,0,0,0
2,15,0,0,0,35,0
2,15,0,1,10,25,1
2,14,25,1,10,35,1
2,14,20,2,10,35,1
2,14,16,1,10,45,0
2,13,37,2,6,49,1
2,12,48,3,9,46,0
2,12,7,4,15,40,0
2,11,55,1,10,49,0
2,9,50,1,10,59,1
2,5,13,0,0,35,0
2,5,13,1,10,25,1
2,4,54,1,10,36,1
2,4,17,2,2,44,1
2,2,42,0,0,35,0
2,2,42,1,10,25,1
2,2,4,2,8,27,1
2,1,57,0,0,0,0
2,1,57,2,18,17,2
2,1,52,3,18,17,1
2,1,46,4,18,17,0
3,13,49,3,1,31,0
3,13,22,1,10,37,1
3,12,1,1,10,44,1
3,10,2,1,10,33,1
3,9,29,2,3,40,1
3,8,53,1,10,47,2
3,8,46,2,10,47,1
3,7,22,4,14,43,0
3,7,14,4,9,48,0
3,7,7,1,10,30,0
3,6,28,2,7,33,1
3,6,19,1,10,41,2
3,4,37,0,0,35,0
3,4,37,1,10,25,0
3,4,20,1,10,40,1
2,1,38,1,10,43,1
2,1,34,2,10,43,1
2,1,29,3,10,43,0
2,1,22,1,10,48,1
2,1,9,0,0,0,0
2,0,57,0,0,0,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,1
3,14,54,2,10,25,1
3,14,19,3,1,34,0
3,13,47,1,10,37,1
3,13,39,2,10,37,1
3,13,1,3,6,41,1
3,12,35,1,10,9,0
3,11,56,2,4,15,0
3,11,12,3,1,18,1
3,10,26,1,10,38,1
3,10,8,2,4,44,0
3,9,29,3,4,44,1
1,10,38,1,10,41,0
1,10,3,2,14,37,1
1,9,24,3,15,36,1
1,9,20,4,15,36,0
1,9,10,1,10,25,0
1,8,38,2,5,30,1
1,8,19,1,10,46,0
1,7,52,2,8,48,0
1,7,1,3,11,45,0
1,6,24,1,10,14,0
1,6,2,2,6,18,1
1,5,21,3,6,18,0
1,4,36,4,10,14,0
1,4,25,1,10,38,0
1,3,47,2,10,38,1
1,3,12,3,5,43,1
1,0,0,0,0,0,0
2,14,1,0,0,35,0
2,13,55,1,10,21,2
2,13,22,1,25,6,0
2,12,38,2,28,3,2
2,12,29,3,28,3,1
2,11,54,4,19,12,0
2,11,44,1,10,45,0
2,11,5,2,8,47,0
2,10,41,2,18,37,1
2,9,5,0,0,35,0
2,6,37,1,10,20,0
2,6,3,2,8,22,1
2,5,57,3,8,22,1
2,5,20,1,10,35,0
2,4,46,2,2,43,0
2,3,59,1,10,45,1
2,3,9,3,10,45,1
2,2,36,3,19,36,0
2,2,29,0,0,0,0
2,2,29,4,17,38,0
2,2,19,1,10,25,1
2,2,0,0,0,0,0
2,2,0,2,5,30,0
2,2,0,2,10,25,1
2,1,38,3,4,31,1
2,1,31,0,0,0,0
2,1,31,4,1,34,0
2,1,19,1,10,18,2
2,1,3,1,10,39,2
2,0,41,0,0,0,0
2,0,36,0,0,35,0
2,0,25,1,10,30,0
2,0,25,1,15,25,2
2,0,13,0,0,0,0
2,0,13,1,10,45,1
2,0,4,0,0,0,0
2,0,4,2,6,49,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,14,55,1,10,19,0
3,14,17,2,8,21,0
3,13,34,3,7,22,2
3,12,56,1,10,46,0
3,12,15,2,8,48,0
3,11,36,3,17,39,2
3,11,31,4,17,39,0
3,7,29,1,10,31,1
3,5,45,1,10,20,0
3,5,10,2,8,22,0
3,4,31,3,10,20,1
3,3,53,1,10,31,2
3,3,45,2,10,31,1
3,3,38,3,10,31,0
3,2,51,4,19,22,0
3,2,44,1,10,40,0
3,2,7,2,4,46,0
3,1,29,3,1,49,2
3,1,21,4,1,49,0
3,0,0,0,0,0,0
4,13,11,0,0,35,0
4,13,5,1,10,11,1
4,12,15,0,0,35,0
4,12,9,1,10,31,1
4,11,31,2,13,28,1
4,11,28,3,13,28,1
4,10,51,1,10,43,1
4,10,47,2,10,43,1
4,9,59,0,0,35,0
4,9,56,1,10,27,0
4,9,17,2,1,36,0
4,8,51,2,11,26,1
4,8,6,3,3,34,1
4,7,26,1,10,43,0
4,6,45,2,7,46,1
4,4,31,1,10,39,1
4,4,27,2,10,39,1
4,4,21,3,10,39,1
4,4,17,4,10,39,0
4,4,5,1,10,3,0
4,3,22,2,8,5,0
4,3,18,0,0,0,0
4,3,18,3,7,6,1
4,3,14,4,7,6,0
4,3,6,1,15,46,2
4,2,0,0,0,0,0
4,1,11,0,0,35,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,0
1,14,30,2,2,33,1
1,14,1,1,10,38,0
1,13,22,2,4,44,1
3,5,0,2,13,34,2
3,4,55,3,13,34,1
3,4,51,4,13,34,0
3,4,39,1,10,12,0
3,4,10,2,4,18,0
3,3,33,3,3,19,1
3,3,29,4,3,19,0
3,3,21,1,10,35,1
3,2,47,1,10,48,1
3,0,0,0,0,0,0
4,14,35,0,0,35,0
4,14,28,1,10,38,1
4,14,5,2,3,45,0
4,13,45,2,13,35,1
4,13,19,3,1,47,0
4,10,38,0,0,35,0
4,8,44,0,0,0,0
4,8,39,1,10,43,0
4,8,33,0,0,0,0
4,8,33,2,6,47,2
4,8,21,0,0,0,0
4,8,2,1,10,8,1
4,7,32,1,10,20,1
4,7,7,2,4,26,1
4,6,41,1,10,34,1
4,6,10,2,4,40,1
4,6,5,0,0,0,0
4,6,5,3,4,40,1
4,5,26,4,2,42,2
4,3,40,1,10,4,0
4,3,35,0,0,0,0
4,3,35,2,9,5,0
4,2,52,3,7,7,0
4,2,9,4,3,11,0
4,2,2,1,10,40,1
4,1,56,0,0,0,0
4,0,40,1,10,31,0
4,0,0,0,0,0,0
1,15,0,1,10,25,2
1,14,54,1,15,20,0
1,14,13,2,4,31,2
1,11,32,0,0,35,0
1,11,32,1,10,25,0
1,11,17,2,7,28,1
1,10,52,3,1,34,0
1,10,10,4,1,34,0
1,10,2,1,10,20,1
1,9,57,2,10,20,0
1,9,15,3,11,19,1
1,10,40,0,0,0,0
1,10,31,0,0,35,0
1,10,31,1,10,25,1
1,10,5,2,6,29,0
1,9,28,3,5,30,1
1,9,19,4,5,30,0
1,9,12,1,10,19,0
1,8,54,2,3,26,1
2,7,52,0,0,35,0
2,7,46,1,10,19,0
2,7,10,2,11,18,1
2,7,5,0,0,0,0
2,7,5,3,11,18,2
2,7,0,1,10,36,0
2,6,23,2,9,37,0
2,5,39,3,14,32,1
2,4,54,4,7,39,0
2,4,46,1,10,20,0
2,4,46,1,5,25,0
2,4,7,2,5,25,1
2,4,1,2,10,28,1
4,2,0,2,3,42,1
4,0,54,0,0,0,0
4,0,31,0,0,35,0
4,0,31,1,10,25,1
4,0,21,0,0,0,0
4,0,16,0,0,0,0
4,0,11,0,0,0,0
4,0,11,0,0,0,0
4,0,6,1,10,22,1
4,0,2,2,10,22,1
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,14,59,1,10,25,0
1,14,17,1,10,46,1
1,13,30,2,8,48,0
1,12,20,4,15,41,0
1,12,10,1,10,27,1
1,11,38,1,10,44,1
1,11,0,2,10,44,1
1,10,57,3,10,44,0
1,9,30,1,10,15,0
1,8,50,1,10,45,1
1,8,43,2,10,45,0
1,6,42,2,8,59,0
1,3,3,0,0,35,0
1,3,3,1,10,25,1
1,2,29,2,7,28,1
1,1,49,1,10,35,0
1,1,14,2,7,38,0
1,0,35,3,13,32,1
1,0,0,0,0,0,0
2,15,0,4,9,36,0
2,14,48,1,10,31,0
2,14,13,2,9,32,1
2,14,9,3,9,32,1
2,14,4,4,9,32,0
2,13,57,1,10,9,0
2,13,24,2,9,10,1
2,12,38,1,10,34,1
2,12,10,2,4,40,0
2,11,27,3,6,38,2
2,8,17,0,0,0,0
2,6,50,0,0,35,0
2,6,45,1,10,10,0
2,6,7,1,10,20,0
2,5,31,2,7,23,1
2,5,27,0,0,0,0
2,5,27,3,7,23,1
2,5,23,4,7,23,0
2,5,16,1,10,20,0
2,4,40,1,10,30,2
2,4,18,1,10,66,0
2,2,0,0,0,0,0
2,1,51,0,0,0,0
2,1,47,0,0,0,0
2,1,44,0,0,0,0
2,1,37,0,0,35,0
2,1,31,1,10,35,0
2,1,0,1,20,49,1
2,0,8,0,0,0,0
2,0,4,1,10,43,0
3,15,0,0,0,35,0
3,15,0,1,10,25,1
3,14,25,1,10,43,0
3,7,25,0,0,35,0
3,7,25,1,10,25,0
3,6,58,2,8,27,1
3,6,7,3,2,33,0
3,5,31,4,6,29,0
3,5,19,1,10,32,0
3,4,44,2,5,37,0
3,3,20,1,10,15,2
3,2,40,1,10,32,0
3,2,17,1,20,22,0
3,1,46,2,19,23,1
3,1,7,3,12,30,1
3,0,26,4,4,38,0
3,0,19,1,10,15,0
3,0,0,0,0,0,0
4,15,0,2,8,17,0
4,14,23,3,7,18,0
4,13,42,4,15,10,0
4,13,32,1,10,34,1
1,2,18,2,7,45,2
1,2,10,1,10,29,1
1,1,29,2,3,36,0
1,0,43,3,11,28,1
1,0,7,1,10,40,0
1,0,0,0,0,0,0
2,15,0,2,6,44,1
2,13,29,1,10,31,0
2,13,10,1,15,26,0
2,12,31,2,12,29,1
2,12,26,3,12,29,1
2,11,43,4,3,38,0
2,11,33,1,10,8,1
2,10,52,2,4,14,0
2,10,13,1,10,25,0
2,9,48,1,18,17,1
2,9,8,2,8,27,2
2,9,1,3,8,27,1
2,8,45,0,0,35,0
2,8,45,1,10,25,1
4,11,52,0,0,0,0
4,9,12,0,0,35,0
4,9,12,1,10,25,0
4,8,41,1,10,42,0
4,8,0,2,12,40,1
4,6,55,2,19,47,1
4,6,51,3,19,47,2
4,5,11,0,0,0,0
4,5,6,1,10,27,0
4,4,26,2,12,25,1
4,4,17,2,12,25,1
4,3,29,1,10,48,0
4,3,24,0,0,0,0
3,11,8,0,0,35,0
3,11,8,1,10,25,0
3,10,26,2,3,32,0
3,9,50,1,10,35,1
3,9,7,2,6,39,0
3,8,22,3,3,42,1
3,7,37,0,0,0,0
3,6,57,2,3,90,0
3,5,27,0,0,35,0
3,5,22,1,10,25,1
3,4,58,2,4,31,1
3,4,34,1,10,36,0
3,3,53,2,19,27,1
3,3,11,3,12,34,1
3,2,33,1,10,47,1
3,2,4,0,0,0,0
3,1,22,0,0,35,0
3,1,22,1,10,25,1
3,0,48,1,10,40,0
3,0,4,2,16,34,1
3,0,0,0,0,0,0
4,15,0,3,17,33,2
4,14,54,4,17,33,0
4,14,46,1,10,15,1
4,14,5,2,6,19,0
4,13,31,1,10,42,1
4,12,53,2,6,46,1
4,12,45,3,6,46,1
4,11,56,4,11,41,0
4,11,47,1,10,33,1
4,11,12,1,10,44,0
4,10,26,0,0,0,0
4,8,52,1,10,55,1
4,6,49,0,0,0,0
4,5,52,1,10,11,1
4,5,35,1,10,33,2
4,5,29,2,10,33,1
4,5,24,3,10,33,1
4,5,19,4,10,33,2
4,5,7,0,0,35,0
4,5,7,1,10,25,2
4,4,37,1,10,45,1
4,2,43,1,10,20,0
4,2,40,0,0,0,0
4,2,40,2,8,22,0
4,2,40,2,3,27,0
4,2,0,0,0,0,0
4,2,0,3,1,29,0
4,1,15,1,10,31,0
4,0,34,2,11,30,0
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,1
1,14,48,2,2,33,0
1,14,22,1,10,37,1
1,13,57,1,10,42,0
1,13,28,2,1,51,1
1,11,50,0,0,35,0
1,11,45,1,10,27,1
1,11,20,2,4,33,0
4,3,18,0,0,0,0
4,3,10,0,0,0,0
4,2,0,0,0,0,0
4,1,54,1,10,20,0
4,1,27,2,19,11,2
4,0,0,0,0,0,0
1,15,0,0,0,35,0
1,15,0,1,10,25,2
1,13,38,0,0,35,0
1,13,38,1,10,25,1
1,12,56,1,10,37,0
1,12,22,2,7,40,1
1,12,19,3,7,40,1
1,9,12,1,10,37,0
1,8,34,2,7,40,0
1,7,51,3,12,35,1
1,7,18,4,7,40,0
1,7,9,1,10,5,0
1,6,26,2,6,9,1
1,5,40,3,2,13,1
1,5,0,1,10,17,1
1,4,17,2,1,26,0
1,3,56,1,10,32,1
1,3,12,2,5,37,1
1,2,19,0,0,0,0
1,0,0,0,0,0,0
2,14,16,2,5,86,0
2,12,36,0,0,85,0
2,12,36,0,0,35,0
2,12,30,1,10,24,1
2,12,24,2,10,24,1
2,11,56,1,10,36,2
2,11,47,2,10,36,1
2,11,8,1,10,47,0
2,10,45,2,10,47,2
2,10,37,3,10,47,1
2,8,37,0,0,35,0
2,8,30,1,10,22,0
2,7,46,2,6,26,0
2,6,58,3,17,15,2
2,6,54,4,17,15,0
2,3,21,0,0,35,0
2,3,14,1,10,28,0
2,2,34,2,6,32,0
2,2,0,0,0,0,0
2,1,52,0,0,0,0
2,1,44,0,0,35,0
2,1,44,1,10,25,1
2,1,15,1,10,36,1
2,0,53,1,10,48,1
2,0,23,0,0,0,0
2,0,14,0,0,0,0
2,0,14,4,12,46,0
2,0,2,1,10,17,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,14,52,1,10,16,0
3,14,30,2,2,24,0
3,13,57,1,10,30,1
3,13,31,1,10,40,1
3,10,49,0,0,35,0
3,10,44,1,10,26,0
3,10,4,2,10,26,2
3,9,58,3,10,26,1
3,9,25,4,4,32,0
3,9,17,1,10,21,1
3,8,55,2,6,25,0
3,8,32,3,5,26,2
3,8,26,4,5,26,0
3,8,18,1,10,19,1
3,7,35,2,9,20,1
3,7,30,1,10,25,0
3,6,50,1,10,37,0
3,6,10,2,9,38,0
3,5,50,2,14,33,2
3,5,44,3,14,33,0
3,5,10,4,23,24,0
3,5,3,1,10,48,1
3,4,7,3,7,51,0
3,3,15,1,10,3,0
3,3,15,1,11,2,0
3,2,37,2,12,1,0
3,1,50,3,8,5,1
3,1,44,4,8,5,0
3,1,35,1,10,48,1
3,0,5,1,10,20,0
3,0,0,0,0,0,0
4,15,0,2,10,20,1
4,14,21,1,10,31,0
4,13,38,2,10,31,0
4,12,57,3,2,39,1
4,12,54,4,2,39,0
4,12,45,1,10,20,1
4,12,8,1,10,31,1
4,0,58,1,10,26,0
4,0,55,0,0,0,0
4,0,55,2,7,29,0
4,0,51,0,0,0,0
4,0,50,3,6,30,0
4,0,46,0,0,0,0
4,0,46,4,2,34,0
4,0,34,1,10,12,1
4,0,27,1,16,6,2
4,0,16,1,10,21,2
4,0,3,1,10,42,0
4,0,2,2,10,42,2
1,15,0,0,0,35,0
1,14,55,1,10,29,0
1,14,32,2,9,30,0
1,13,51,3,10,29,1
1,13,23,1,10,44,0
1,13,2,2,6,48,1
3,15,0,0,0,35,0
3,15,0,1,10,25,1
3,14,29,1,10,25,0
3,14,5,1,20,15,2
3,13,22,1,10,59,0
3,11,45,1,10,34,0
3,11,8,1,10,46,0
3,5,36,0,0,35,0
3,5,36,1,10,25,2
3,2,43,0,0,35,0
3,2,37,1,10,28,0
3,2,0,2,9,29,1
3,1,26,3,4,34,1
3,1,19,4,4,34,0
4,12,34,0,0,35,0
4,12,34,1,10,25,0
4,12,7,2,4,31,0
4,11,46,1,10,41,0
4,11,4,2,6,45,0
4,10,23,3,4,47,2
2,3,22,3,7,31,2
2,2,44,1,10,54,0
2,2,0,0,0,0,0
2,0,16,0,0,0,0
4,10,49,1,20,32,0
4,10,21,2,11,41,2
4,10,20,3,11,41,2
4,10,14,4,11,41,0
4,10,4,1,10,12,2
4,9,24,1,10,37,1
4,9,19,2,10,37,0
4,8,35,3,8,39,2
4,8,29,4,8,39,0
4,6,30,1,10,33,0
4,5,46,2,8,35,1
4,5,0,3,5,38,1
4,4,17,4,4,39,0
4,4,7,1,10,6,2
4,3,21,1,10,35,1
4,3,15,2,10,35,1
4,3,11,1,10,40,1
4,2,34,2,5,45,1
4,2,0,0,0,0,0
2,0,3,0,0,0,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,14,52,1,10,16,1
3,11,7,0,0,35,0
3,11,7,1,10,25,0
3,10,27,2,13,22,1
3,9,50,3,14,21,1
3,9,45,4,14,21,0
3,9,35,1,10,37,0
3,9,18,1,19,28,1
3,8,39,2,12,35,1
3,8,0,3,7,40,1
3,4,36,2,4,70,0
3,0,0,0,0,0,0
3,2,54,0,0,35,0
3,2,54,1,10,25,0
3,2,9,2,17,18,1
3,1,30,3,9,26,2
3,0,0,0,0,0,0
4,12,14,0,0,35,0
4,12,8,1,10,22,1
4,11,40,2,2,30,0
4,10,55,1,10,42,0
4,10,48,2,8,44,1
4,10,18,2,13,39,1
4,6,30,0,0,35,0
4,6,25,1,10,33,2
4,4,32,1,10,25,0
4,3,46,2,6,29,0
4,3,5,3,5,30,0
4,2,22,4,16,19,0
4,2,12,1,10,35,1
4,2,0,0,0,0,0
4,10,17,4,4,47,0
4,10,9,1,10,13,0
4,9,35,2,1,22,0
4,8,55,1,10,24,1
4,8,19,1,10,36,0
4,7,46,2,6,40,1
4,7,41,3,6,40,2
4,7,35,4,6,40,0
4,7,28,1,10,23,0
4,6,49,2,8,25,1
4,6,42,3,8,25,1
4,6,12,1,10,38,0
4,5,36,2,8,40,0
4,5,2,3,2,46,0
4,3,0,0,0,0,0
4,2,49,1,10,41,0
4,2,6,2,6,45,0
4,2,0,0,0,0,0
4,2,0,3,4,47,1
4,1,52,0,0,0,0
4,1,48,0,0,0,0
2,5,1,0,0,35,0
2,5,1,1,10,25,1
2,4,21,2,4,31,0
2,3,56,3,2,33,1
2,3,28,1,10,37,0
2,2,52,2,4,43,2
2,2,0,0,0,0,0
2,1,43,0,0,35,0
2,1,43,1,10,25,1
2,1,18,1,10,41,1
2,1,12,2,10,41,1
2,0,40,0,0,0,0
2,11,53,2,4,37,0
2,11,12,1,10,41,0
2,8,9,0,0,35,0
2,8,3,1,10,31,0
2,7,40,1,5,36,0
2,7,17,1,10,42,1
2,6,35,2,7,45,0
2,5,56,3,3,49,0
2,5,10,4,16,36,0
2,5,0,1,10,8,1
2,4,30,2,4,14,0
2,4,13,1,10,24,2
2,4,3,1,10,47,1
2,3,17,1,10,63,0
2,2,0,0,0,0,0
2,0,57,1,10,15,0
2,0,34,1,10,26,0
2,0,25,0,0,0,0
2,0,25,1,10,40,0
2,0,25,1,5,45,0
2,0,25,1,10,40,1
2,0,11,2,4,46,0
2,0,10,3,4,46,0
2,0,10,3,9,41,0
2,0,10,3,14,36,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,14,52,1,10,41,0
3,14,22,2,11,40,1
3,14,17,3,11,40,1
3,12,57,0,0,35,0
3,12,51,1,10,25,0
3,12,14,2,5,30,0
3,11,34,1,10,46,1
3,11,29,2,10,46,0
3,7,45,0,0,0,0
3,7,40,0,0,35,0
3,7,34,1,10,27,0
3,7,11,2,7,30,0
3,5,32,1,10,13,0
3,4,55,2,5,18,1
3,4,13,3,3,20,2
3,4,7,4,3,20,0
3,3,55,1,10,42,0
3,3,24,2,7,45,1
3,3,20,3,7,45,1
3,2,37,4,2,50,0
3,2,29,1,10,18,1
3,2,24,2,10,18,0
3,1,44,3,3,25,0
3,1,2,4,13,15,0
3,0,51,1,10,45,0
3,0,2,0,0,0,0
3,0,0,0,0,0,0
3,0,0,0,0,0,0
4,14,36,1,20,48,1
4,14,33,2,20,48,1
4,13,3,1,10,11,0
4,12,15,2,19,2,1
4,12,11,3,19,2,1
4,12,6,4,19,2,0
4,11,8,0,0,35,0
4,11,2,1,10,28,1
4,10,58,2,10,28,0
4,10,21,3,3,35,1
4,10,18,4,3,35,0
4,8,1,0,0,0,0
2,0,34,0,0,0,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,1
3,14,43,1,20,15,1
3,14,2,2,13,22,1
3,13,45,1,10,27,0
3,13,12,2,10,27,1
3,12,34,3,2,35,0
3,9,33,0,0,0,0
3,9,29,0,0,35,0
3,9,23,1,10,22,0
3,8,42,2,8,24,2
3,8,38,3,8,24,1
3,8,32,4,8,24,0
3,8,25,4,13,19,0
3,8,16,1,10,46,1
3,8,13,2,10,46,1
3,7,35,1,10,57,0
3,4,56,0,0,35,0
3,4,56,1,10,25,2
3,2,46,1,10,90,0
3,1,44,0,0,35,0
3,1,44,1,10,25,0
3,1,11,2,4,31,1
3,0,41,1,10,37,0
3,0,0,0,0,0,0
4,15,0,2,7,40,1
4,14,57,3,7,40,2
4,14,50,4,7,40,0
4,14,42,1,10,18,1
4,14,4,1,10,32,1
4,13,22,2,6,36,1
4,13,17,3,6,36,0
4,12,26,4,6,36,0
1,12,15,4,7,40,0
1,12,8,1,10,21,1
1,11,4,3,4,27,1
1,10,32,3,9,22,2
1,10,27,4,9,22,0
1,10,17,1,10,26,0
1,9,43,2,9,27,1
4,12,16,1,10,22,1
4,11,49,1,10,36,0
4,11,19,1,15,31,1
4,10,57,1,10,36,1
4,10,19,2,4,42,0
4,9,38,3,1,45,0
4,8,59,1,10,47,1
4,8,54,2,10,47,0
4,8,16,3,7,50,1
4,8,5,1,10,8,1
4,7,35,2,8,10,1
4,6,57,3,3,15,0
4,6,18,4,4,14,0
4,6,7,1,10,42,0
4,5,27,2,7,45,1
4,4,44,3,3,49,1
4,4,40,4,3,49,0
4,4,30,1,10,17,2
4,4,25,2,10,17,1
4,4,20,3,10,17,2
4,4,13,1,10,33,0
4,3,30,2,7,36,0
4,3,20,0,0,0,0
4,3,20,3,6,37,0
4,3,11,0,0,0,0
2,2,0,0,0,0,0
2,1,53,0,0,35,0
2,1,49,0,0,0,0
2,1,49,1,10,24,1
2,1,26,2,2,32,1
2,1,2,1,10,37,1
2,0,57,2,10,37,1
2,0,48,0,0,0,0
2,0,37,0,0,0,0
2,0,2,0,0,0,0
1,6,42,2,10,25,1
1,6,12,3,3,32,2
1,4,0,1,10,10,0
1,3,28,2,7,13,2
1,3,24,3,7,13,1
1,0,46,0,0,35,0
1,0,46,1,10,25,1
1,0,42,2,10,25,1
1,0,0,0,0,0,0
2,15,0,3,4,31,0
2,14,16,4,2,33,0
2,14,6,1,10,13,1
2,13,35,1,10,26,0
2,12,53,2,19,17,0
1,0,48,1,10,15,0
1,0,6,2,8,17,0
1,0,0,0,0,0,0
2,15,0,3,6,19,1
2,14,56,1,10,25,0
2,14,17,2,12,23,1
2,14,13,3,12,23,0
2,13,29,4,20,15,0
2,13,16,1,10,40,0
2,12,38,2,10,40,0
2,11,50,3,8,42,1
2,10,58,4,1,49,0
2,10,51,1,10,10,0
2,10,6,2,19,1,0
2,9,25,3,17,3,0
2,8,44,4,11,9,0
2,8,10,1,20,42,0
2,7,28,2,21,41,2
2,3,21,0,0,35,0
2,3,13,1,10,31,0
2,2,37,2,3,38,2
2,2,0,0,0,0,0
2,1,55,0,0,35,0
2,1,50,1,10,7,1
2,1,47,2,10,7,1
2,1,38,3,1,16,0
2,1,37,0,0,0,0
2,1,37,1,10,18,2
2,1,31,2,10,18,0
2,1,25,1,10,37,1
2,0,59,2,2,45,1
2,0,56,3,2,45,1
2,0,51,4,13,34,0
2,0,41,1,10,30,1
2,0,37,1,10,35,1
2,0,32,0,0,0,0
2,0,32,2,3,42,2
2,0,27,3,3,42,0
2,0,21,0,0,0,0
2,0,21,4,2,43,0
2,0,14,1,10,11,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,0
3,14,14,2,23,12,0
3,13,42,3,13,22,1
3,13,38,4,13,22,0
3,13,29,1,10,39,0
3,12,56,2,9,40,1
3,12,52,3,9,40,1
3,12,48,4,9,40,0
3,12,36,1,10,17,1
3,12,5,1,10,28,0
3,11,27,2,7,31,2
3,11,22,2,17,21,2
3,11,10,0,0,35,0
2,12,11,3,27,9,0
2,11,38,4,28,8,0
2,11,26,1,10,49,2
2,7,55,0,0,35,0
2,7,55,1,10,25,0
2,7,21,2,5,30,0
2,6,42,1,10,35,1
2,6,18,1,10,46,1
2,6,13,2,10,46,0
2,5,33,3,8,48,0
2,4,57,4,18,38,0
2,4,44,1,10,5,0
2,4,13,2,7,8,0
2,3,31,3,7,8,2
2,2,0,0,0,0,0
2,1,54,0,0,0,0
2,1,49,0,0,0,0
2,0,44,0,0,0,0
2,0,40,0,0,35,0
2,0,40,1,10,25,1
2,0,35,2,10,25,1
2,0,29,3,10,25,1
2,0,20,0,0,0,0
2,0,20,4,3,32,0
2,0,5,1,10,26,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,15,0,1,10,25,0
3,14,23,2,9,26,1
3,14,21,3,9,26,0
3,13,10,2,12,48,0
3,10,58,0,0,35,0
3,10,58,1,10,25,1
3,10,28,2,9,26,2
3,9,54,1,10,45,0
3,9,21,2,10,45,2
3,9,12,1,10,11,0
3,8,35,2,5,16,0
3,7,53,0,0,0,0
3,7,53,3,2,19,1
3,7,48,4,2,19,0
3,7,36,1,10,44,2
1,6,45,0,0,35,0
1,6,45,1,10,25,1
1,11,54,1,10,38,0
1,9,9,1,10,31,1
1,9,4,2,10,31,0
1,8,27,1,10,44,0
1,7,52,2,7,47,1
1,6,17,1,10,17,2
1,6,12,2,10,17,0
1,5,34,3,9,18,1
1,4,53,4,1,26,0
1,4,43,1,10,31,0
1,4,6,2,9,32,1
1,3,21,3,3,38,1
1,0,57,1,10,37,0
1,0,26,1,10,47,0
2,11,31,0,0,35,0
2,11,31,1,10,25,1
2,10,58,2,10,25,0
2,10,20,3,5,30,2
2,10,14,4,5,30,0
2,10,5,1,10,22,0
2,9,26,2,9,23,1
2,8,41,3,2,30,0
2,7,55,4,1,31,0
2,7,47,1,10,29,0
2,7,6,2,5,34,0
2,6,21,3,2,37,1
2,5,35,1,10,46,2
2,5,29,2,10,46,2
2,5,23,1,10,44,0
2,4,51,2,4,50,0
2,3,51,3,5,49,2
2,3,28,0,0,35,0
2,3,22,1,10,32,0
2,3,0,2,1,41,0
2,2,35,1,10,45,0
2,2,0,0,0,0,0
2,2,0,2,11,44,1
2,1,54,2,6,49,0
2,0,27,0,0,0,0
2,0,18,1,10,8,0
2,0,0,0,0,0,0
3,15,0,0,0,35,0
3,14,54,1,10,28,0
3,14,20,2,8,30,0
3,13,36,3,3,35,0
3,13,10,4,1,37,0
3,13,1,1,10,20,1
3,12,36,2,2,28,1
3,11,59,1,10,32,1
3,11,19,1,10,48,1
3,7,10,1,10,25,1
3,6,28,2,4,31,0
3,5,42,3,1,34,0
3,5,0,4,2,33,0
3,4,50,1,10,20,1
3,4,15,2,6,24,1
3,3,33,3,1,29,0
3,2,55,4,4,26,0
3,2,46,1,10,43,2
3,2,39,2,10,43,1
3,1,26,1,10,20,0
3,0,47,2,6,24,1
3,0,44,3,6,24,2
3,0,38,4,6,24,0
3,0,29,1,10,31,0
3,0,0,0,0,0,0
4,15,0,2,10,31,0
4,14,23,3,10,31,2
4,14,16,4,10,31,0
4,14,7,1,10,20,2
4,14,3,2,10,20,1
4,13,22,3,4,26,0
4,12,50,1,10,31,0
4,12,19,2,6,35,1
4,11,37,3,5,36,2
4,11,32,4,5,36,0
4,11,23,1,10,21,2
4,10,53,1,20,11,1
4,10,47,2,20,11,0
4,10,22,3,16,15,1
4,9,20,4,15,16,0
4,9,7,1,10,17,0
4,8,31,2,8,19,1
4,7,53,3,1,26,1
4,7,50,4,1,26,0
4,7,42,1,10,29,0
4,7,4,2,8,31,2
4,6,26,1,10,49,2
4,6,18,1,15,44,0
4,5,37,2,14,45,0
